stdntid,blockid,classid,tfa,classsize,femstdnt,blkstdnt,hstdnt,wstdnt,pre_ts,femteach,blkteach,hteach,wteach,teach_exp,teach_cert,ts
603,25,39,1,23,1,0,0,1,49.301751762343955,0,0,0,1,12,1,36.46676689080677
604,22,42,1,28,1,0,0,1,38.25957540378505,1,0,0,1,12,1,34.7863542484801
605,13,58,1,19,1,0,0,1,51.96827221979218,0,1,1,0,16,0,32.51102626754735
606,19,12,1,19,0,0,0,1,43.49946122936559,1,0,0,1,12,1,27.54823334779717
607,49,3,1,21,0,1,1,0,46.10398768546069,0,0,1,0,18,1,34.38734879736437
608,36,18,1,18,1,0,0,1,53.107534317277185,1,0,0,1,13,1,39.25558193194758
609,12,40,0,26,0,0,0,1,65.209852402541,0,0,0,1,15,1,41.83889718428094
610,41,21,0,24,0,0,0,1,51.01585358173041,1,0,0,1,16,0,29.941525946108996
611,19,15,0,29,1,0,1,0,42.88963229544849,1,0,0,1,4,1,32.95641581865128
612,12,97,0,24,1,0,0,1,44.95085157705772,1,0,0,1,12,1,31.24961755220694
613,9,99,0,20,1,1,0,0,56.564471869104686,1,0,1,0,17,1,39.62380433793558
614,7,26,0,28,0,0,0,1,30.416590842130592,0,0,0,1,1,1,14.719050346911024
615,28,8,0,29,1,0,1,0,39.573177237039076,1,0,0,1,18,0,36.720324470551574
616,14,100,0,20,0,0,0,1,52.126460761973405,1,0,0,1,16,0,28.36793937435677
617,31,94,1,18,0,0,0,1,32.93330422625252,1,0,0,1,1,1,22.883390924732346
618,19,87,1,20,1,0,0,1,46.87482120865136,1,0,0,1,10,1,35.50927053609579
619,47,42,0,20,0,0,0,1,45.21734964342484,1,0,1,0,19,0,37.70172225174557
620,16,44,1,21,0,0,0,1,58.774485220756674,1,1,0,0,16,1,42.902041055353116
621,5,14,1,21,1,0,0,1,47.497176668808,1,0,0,1,14,1,31.03847540825562
622,35,78,0,20,0,1,0,0,61.86691382603047,1,0,1,0,2,1,36.3775342629226
623,12,2,0,27,0,1,0,0,50.78873023238061,1,0,1,0,6,1,33.34367277428059
624,25,37,1,29,0,0,0,1,67.76451130809266,0,0,0,1,5,1,39.105076186585855
625,21,69,1,25,0,0,0,1,36.12511035608229,0,0,1,0,12,0,28.376432876753427
626,36,38,1,25,0,1,1,0,66.17126841267978,1,0,0,1,4,1,43.09247067036735
627,23,41,0,18,1,0,1,0,45.888728437706106,0,1,1,0,4,1,29.60650731406006
628,16,62,0,24,1,0,0,1,64.7394970122641,0,1,0,0,5,1,46.99818504927602
629,39,60,0,28,0,1,0,0,61.852346998851644,1,1,0,0,7,0,34.33461626030752
630,45,14,0,19,1,1,0,0,21.480921592173246,0,0,0,1,6,1,15.00098957865669
631,42,89,0,18,0,0,1,0,54.7916821031984,1,1,0,0,13,1,37.82500508469922
632,39,84,0,20,0,0,0,1,59.97619762807898,0,0,0,1,4,1,36.31914592506955
633,14,2,1,21,1,0,0,1,63.285927366711164,1,0,0,1,13,0,31.158530161395994
634,31,70,1,23,0,0,0,1,38.233628142205774,1,0,0,1,4,1,27.17529493711808
635,5,17,0,27,1,0,1,0,55.9034289701423,1,0,0,1,10,1,44.55569536363977
636,35,89,1,22,0,0,0,1,51.95073678665728,0,0,0,1,20,1,28.107702235549215
637,23,28,0,21,1,0,0,1,54.31408966966325,0,0,0,1,1,1,23.963577369542893
638,29,66,0,25,0,0,0,1,59.989364865930185,1,0,0,1,8,0,35.86494100516894
639,43,35,0,28,0,0,0,1,61.56709852726434,1,1,1,0,7,1,39.03284945710608
640,11,5,1,29,0,0,0,1,43.44257045235529,1,0,0,1,5,1,28.262886722574482
641,18,65,1,21,1,0,0,1,52.65419331846657,1,0,0,1,3,1,29.066983703773094
642,47,40,1,27,1,0,0,1,50.41135317212128,1,0,0,1,15,1,40.0129037340795
643,12,76,0,29,1,1,1,0,47.60647377730345,1,1,0,0,17,1,42.41826796401713
644,9,56,1,19,0,0,0,1,48.56224788830959,0,0,1,0,13,0,36.13138187036506
645,10,36,0,20,0,1,0,0,51.95987242056636,0,0,1,0,15,1,39.535140190819824
646,44,45,1,23,0,1,0,0,43.980183975327336,1,1,0,0,19,1,23.913242187204354
647,17,23,1,25,1,0,0,1,58.83036778530881,1,0,0,1,20,0,48.1935322120312
648,38,47,0,25,1,0,1,0,62.693082882918496,0,0,0,1,14,1,37.18674684079831
649,7,31,1,28,0,1,0,0,41.79423444414104,0,0,0,1,13,1,31.232740434799577
650,46,11,1,26,1,0,0,1,63.18329887939122,0,0,0,1,12,1,38.383222539746086
651,13,10,0,24,0,0,1,0,41.81306575773859,0,1,0,0,9,0,28.737955084291197
652,40,67,1,19,1,0,1,0,58.97786911689785,0,0,0,1,3,1,45.872656529476544
653,42,14,0,25,1,0,1,0,63.16478810590568,1,1,0,0,11,1,51.15355450838523
654,9,80,1,24,0,1,0,0,49.05489303920161,1,1,0,0,10,1,28.32155403670295
655,50,74,1,25,0,1,0,0,41.89502258016221,0,0,0,1,1,1,19.732593271913473
656,27,93,1,29,1,1,0,0,44.11317002288371,1,0,1,0,17,1,39.05960385331401
657,2,10,1,20,1,0,0,1,53.61856865648856,1,1,0,0,13,1,47.47848041366946
658,5,76,1,24,1,0,0,1,69.64654412409965,1,0,0,1,14,1,52.67692392211028
659,29,94,0,27,1,0,0,1,33.072671589632904,0,0,0,1,1,1,19.577738114083704
660,37,1,1,26,0,0,0,1,51.002419648119776,0,0,0,1,2,0,31.37080204020629
661,38,5,0,20,1,0,0,1,49.11927850902988,1,0,0,1,2,1,38.693787762805414
662,19,20,0,27,1,0,0,1,45.4347823823189,1,1,0,0,7,1,34.9230911727183
663,8,8,0,23,1,0,0,1,49.19218058271385,0,0,0,1,9,1,28.79890515216227
664,48,43,0,19,0,0,0,1,44.578031781509225,1,0,0,1,4,1,34.605511899720966
665,45,76,1,19,0,0,1,0,62.43155411862408,1,1,1,0,2,1,48.910363216066585
666,1,1,0,22,0,0,0,1,63.42493806666725,0,1,1,0,19,1,47.2777369325912
667,22,57,1,22,0,0,0,1,50.88135271147023,1,0,0,1,5,1,22.422984728447076
668,17,64,0,24,0,0,1,0,48.5885498651371,1,1,1,0,9,1,38.323040124685754
669,7,84,0,29,0,0,0,1,45.06963327372935,0,0,0,1,13,1,32.14277863023839
670,25,28,1,19,0,1,1,0,50.90281337752676,1,0,0,1,12,1,30.91528166540797
671,45,37,0,28,0,1,0,0,68.47831028867625,0,1,0,0,19,1,33.36607303352815
672,4,47,0,24,1,1,0,0,48.96265763798642,1,0,0,1,9,1,37.199410321381364
673,36,76,1,22,0,0,0,1,41.6056760197374,1,0,0,1,10,1,30.281813431180566
674,6,37,0,23,0,0,0,1,46.02238108653149,1,0,1,0,19,0,25.669154199552743
675,31,49,1,25,0,0,1,0,57.5346996176888,1,0,0,1,10,0,44.18210718250542
676,19,44,0,27,0,0,0,1,42.82263295952395,0,1,0,0,12,1,33.893676965084396
677,44,56,0,29,1,0,0,1,49.662939053374764,0,0,1,0,14,1,36.37734306038878
678,39,28,1,21,0,1,0,0,54.72883135162739,0,0,1,0,8,1,27.733223642002752
679,27,79,0,24,1,0,0,1,43.581371439469734,1,0,0,1,16,1,33.57844552593546
680,10,6,0,23,1,1,0,0,32.35594279234948,0,1,0,0,17,0,27.2420301027142
681,26,61,0,27,1,1,0,0,39.28614536146898,1,0,0,1,20,1,35.360392125429094
682,19,20,0,19,1,0,0,1,41.412334911270264,0,0,0,1,4,1,24.392255255367612
683,39,78,1,25,1,0,0,1,47.71172694143359,0,0,0,1,6,0,29.305082675356562
684,3,2,0,27,1,0,0,1,50.44299661395277,1,0,0,1,12,1,35.301718156986055
685,45,73,1,26,0,0,0,1,58.237012973771115,1,0,0,1,18,1,37.18776571284777
686,13,37,1,22,0,0,0,1,37.72743991335293,1,0,0,1,7,1,23.313017719277152
687,50,20,0,27,1,0,1,0,56.78286870707175,1,1,0,0,5,1,38.475070132633114
688,28,26,1,21,0,0,0,1,46.29076488850198,0,0,0,1,10,1,29.086370534856464
689,20,29,0,23,0,0,0,1,32.14452701118152,1,0,0,1,6,0,22.42667403713503
690,28,1,1,25,1,0,0,1,50.13573659384205,1,0,0,1,14,1,44.25670606820796
691,8,35,0,28,1,0,0,1,63.162675514999684,1,0,0,1,6,1,36.93124403351067
692,41,70,1,20,0,0,0,1,58.831145516584826,0,0,0,1,14,0,43.635003875539645
693,39,59,0,27,1,0,0,1,49.237295889779325,1,0,0,1,12,1,34.465798863667715
694,1,69,0,28,0,0,0,1,61.25770616128751,1,0,0,1,12,1,49.717157323454295
695,3,33,1,28,1,0,0,1,51.922226805473045,1,0,0,1,8,1,42.779321254699916
696,13,51,1,18,0,1,0,0,59.81188827822438,0,0,0,1,10,1,40.62382376981878
697,28,78,0,21,0,0,0,1,33.38397665031198,1,0,0,1,16,1,23.250312706883125
698,49,12,0,21,1,0,0,1,37.50327184739735,0,0,0,1,20,0,36.81708355950358
699,25,20,1,18,0,0,0,1,57.290359855727196,1,0,1,0,8,1,37.48119044341834
700,33,53,1,26,1,0,1,0,65.39282494344823,1,0,0,1,9,1,55.18418206967535
701,38,88,1,20,0,0,0,1,54.17295730912506,1,1,0,0,13,1,33.34110994872287
702,6,43,1,22,0,0,0,1,45.02663126624198,1,0,0,1,20,0,34.0989470206409
703,44,98,1,23,1,0,0,1,41.49484141426711,1,0,0,1,17,1,43.09780872472182
704,45,89,1,25,0,0,1,0,46.84684836405192,1,1,0,0,19,0,27.45824144840382
705,32,50,0,23,0,0,0,1,62.13636991716765,0,0,0,1,17,1,41.94812279300639
706,45,29,0,20,0,0,0,1,46.57472961712606,1,1,0,0,7,0,27.522963151312958
707,47,57,1,23,1,0,0,1,60.47761241387419,1,0,0,1,1,0,45.224880335840275
708,21,39,1,18,1,0,0,1,56.52573125454545,0,0,0,1,20,0,47.385381342879015
709,16,95,0,21,1,1,0,0,67.13925800426993,1,0,0,1,14,1,44.35645914858669
710,21,56,0,23,0,0,0,1,52.002618715365074,0,1,1,0,17,1,34.191611289807575
711,11,43,1,24,0,1,1,0,49.504036388179586,0,0,1,0,13,1,27.740065542886846
712,37,50,1,28,0,0,0,1,60.976721056802674,1,0,0,1,2,1,37.99962606699278
713,36,23,0,28,1,0,0,1,40.647372047019815,0,0,1,0,14,0,31.734554987155207
714,35,44,0,27,0,1,1,0,45.559830228890625,1,0,0,1,1,1,27.63505668507739
715,19,38,0,20,1,0,0,1,33.19995254470152,1,0,0,1,5,1,35.53954143879884
716,20,84,0,26,0,1,1,0,37.456754409520045,1,0,0,1,7,1,28.00077080556934
717,18,23,0,29,1,0,0,1,69.2337187972981,1,0,0,1,19,1,43.5131732911282
718,47,45,0,29,1,0,0,1,56.923145736406994,1,0,0,1,14,1,44.49286011650999
719,41,52,1,24,1,1,0,0,36.29298417027066,1,0,0,1,14,1,37.821379759271544
720,49,80,0,18,0,0,0,1,61.94828994627055,1,0,0,1,15,0,43.63104502665354
721,14,50,1,19,0,1,0,0,42.96302453804657,1,0,0,1,5,1,29.83161994585793
722,15,8,1,18,0,0,1,0,56.40950608333397,1,0,0,1,5,1,35.108043619883716
723,31,85,0,28,0,0,1,0,56.26013604395671,1,1,0,0,2,1,35.330948021419616
724,1,1,1,26,0,0,0,1,66.64990700082699,1,0,0,1,18,0,43.70415292193112
725,3,8,0,26,1,1,0,0,44.62270249499545,1,0,0,1,9,1,22.933925376741705
726,16,29,1,24,0,0,0,1,42.597706128199654,1,0,0,1,10,1,31.377116317007417
727,23,96,0,27,1,0,1,0,23.109574852415413,1,0,0,1,18,1,27.509234129172704
728,11,5,1,20,1,1,0,0,48.78226873306828,0,0,0,1,4,1,28.569712884956775
729,12,86,1,22,0,1,0,0,57.25329831984233,0,0,0,1,8,1,37.274397104472094
730,10,47,0,21,1,0,0,1,58.61973835269473,1,0,0,1,18,0,45.59990103024216
731,32,34,0,24,0,0,0,1,62.523993796287584,0,1,1,0,20,1,43.565882306655766
732,16,65,1,26,0,0,1,0,52.898057419983935,1,1,0,0,17,1,35.51055147259527
733,8,55,1,29,0,0,0,1,55.04781118239167,1,0,0,1,16,1,39.466871241846626
734,38,90,0,19,1,0,0,1,50.68120440713614,0,0,0,1,18,1,28.760745493323732
735,12,43,1,25,0,0,0,1,57.07454835552901,1,1,0,0,7,1,32.28344730450996
736,24,74,0,26,0,0,0,1,40.6575764290001,0,0,0,1,1,0,26.840280899841368
737,28,30,1,27,1,1,0,0,35.91535169084749,1,0,0,1,1,1,27.19124011251313
738,8,82,0,27,0,1,0,0,41.71261990558717,1,0,0,1,18,1,20.78401767899361
739,28,17,1,26,1,0,0,1,52.13623717586657,1,0,0,1,4,1,40.55922632687675
740,36,26,0,27,1,0,0,1,36.99575334194753,1,0,0,1,20,0,24.323691936233356
741,26,8,0,24,1,0,0,1,43.66755840395812,1,1,0,0,20,1,48.213588632266934
742,8,47,0,26,0,0,0,1,43.98705716964834,1,1,0,0,4,1,18.051597007557334
743,50,76,0,26,0,0,0,1,57.81821210965456,0,0,1,0,6,1,36.39431833704858
744,28,91,1,20,0,0,0,1,56.60095460530379,1,1,1,0,3,0,30.68983099276615
745,28,72,0,21,0,0,0,1,50.70486092258917,1,0,0,1,6,1,37.942259347781636
746,37,89,1,19,0,0,0,1,54.51064881637557,1,0,0,1,13,1,34.40196826549566
747,41,46,0,27,0,0,0,1,54.707904439669704,0,0,1,0,7,0,39.498906702699315
748,36,68,0,20,1,0,0,1,46.363804428670285,1,0,0,1,4,1,39.19496972369835
749,27,33,0,28,1,0,1,0,44.57500693612272,1,0,0,1,1,1,28.196243650858943
750,17,1,0,28,0,0,0,1,65.36686415622371,0,0,0,1,6,1,37.02345920884891
751,9,19,0,22,0,0,0,1,25.10872195197676,1,1,1,0,5,1,16.092635253704934
752,33,31,0,22,0,1,0,0,42.586966310627474,1,1,1,0,13,1,28.924522660763397
753,20,80,0,23,0,1,0,0,47.96217478590094,0,1,0,0,19,0,29.885035959509896
754,13,14,0,24,1,0,1,0,55.59951427319347,0,0,0,1,4,0,40.04026271565365
755,28,53,1,24,1,0,0,1,61.35506526103192,1,0,0,1,6,0,45.92279914986327
756,48,48,1,18,1,0,1,0,68.56731604188147,1,0,0,1,13,1,46.78713951774337
757,29,69,0,19,1,0,1,0,49.08289317129869,0,1,0,0,5,1,28.13747196379382
758,13,90,0,29,1,0,1,0,49.752643753101665,1,0,0,1,13,1,34.48211579307832
759,46,62,1,26,1,0,1,0,53.6261006061518,0,0,0,1,10,1,37.825625502784355
760,35,92,1,27,0,0,1,0,44.68879061671078,1,0,0,1,3,1,28.157912208859763
761,6,66,1,19,1,0,0,1,38.15762727944125,1,1,1,0,13,1,42.00614765821042
762,18,64,0,23,0,0,0,1,49.037495337359815,1,0,0,1,12,1,33.081280474303284
763,5,70,1,28,0,0,0,1,57.45372292001798,0,0,0,1,4,1,36.45588574920194
764,47,63,1,28,0,0,0,1,47.57076553823519,0,0,0,1,10,0,21.537278411168117
765,25,73,1,18,0,0,1,0,54.13435388718093,0,1,0,0,3,1,26.60031483008612
766,2,33,1,20,1,0,0,1,31.311826871284637,0,0,0,1,17,1,17.39008901998107
767,10,41,0,19,0,0,1,0,50.18404623419458,1,1,1,0,9,1,30.835274439821866
768,30,89,0,20,0,1,1,0,45.96553409285675,1,1,0,0,1,1,21.95813434550209
769,50,48,1,22,0,1,0,0,37.24876244508815,0,0,0,1,18,1,18.73461089186904
770,45,13,1,28,1,0,0,1,56.57212503584847,0,0,0,1,9,1,41.15796161136242
771,5,73,0,27,0,0,0,1,68.45645569274315,0,0,0,1,20,1,38.77456106989291
772,33,77,0,23,1,0,0,1,59.89958925680885,0,0,0,1,9,1,39.62469046412587
773,1,31,0,26,1,1,0,0,60.5374900547844,1,0,0,1,2,0,46.34319560413039
774,18,75,0,29,1,0,1,0,57.12477034616804,1,0,0,1,19,1,47.59796195328705
775,32,68,1,28,1,0,0,1,56.4645144964622,0,0,0,1,16,1,39.581329350562555
776,47,98,1,27,0,1,0,0,32.00568064424484,1,0,1,0,3,1,23.27711453448156
777,49,4,0,29,0,0,0,1,48.72049049928011,1,0,0,1,16,1,37.85867942092064
778,11,19,0,29,1,0,0,1,55.086697666458676,0,0,1,0,13,0,39.333347533192565
779,21,70,0,21,0,0,0,1,55.314047812008674,1,1,0,0,3,1,40.67555585927076
780,26,98,0,24,0,0,0,1,62.717061892697046,0,0,0,1,10,1,28.91327457364674
781,25,82,1,23,1,0,0,1,39.67602350366821,1,0,0,1,18,1,32.04721634734692
782,22,13,1,19,0,0,0,1,56.072716154076986,0,1,0,0,6,0,35.36206708285399
783,27,23,1,27,1,0,0,1,39.349589960073864,0,0,0,1,6,1,26.460332653368354
784,49,83,0,28,0,0,1,0,47.8830041016094,1,0,0,1,18,0,33.00580492719778
785,13,75,1,28,1,1,0,0,49.380369927647244,1,0,0,1,6,1,35.52655833474285
786,33,1,1,28,1,0,0,1,58.62570914048952,1,1,0,0,6,0,47.060313081537586
787,34,88,1,25,1,0,0,1,57.44953388400344,1,0,0,1,13,0,40.50187686078794
788,41,54,0,24,0,1,0,0,51.203305877116385,1,1,0,0,14,1,33.37326859049223
789,35,71,0,24,1,1,0,0,28.479624787792908,1,1,0,0,7,1,32.417963193855165
790,1,89,0,25,1,0,0,1,54.44833732992054,1,0,0,1,13,1,47.901197591362916
791,21,85,0,29,0,1,0,0,47.32323522961213,1,0,0,1,15,1,32.932113315460555
792,48,15,0,29,0,0,0,1,63.918058916191,1,0,0,1,12,1,38.826394290108404
793,6,65,0,28,1,1,0,0,61.53493544340369,0,0,0,1,1,1,31.03959605724432
794,28,76,0,18,1,0,0,1,40.61977093094342,1,0,0,1,3,1,31.025109702736753
795,17,71,1,18,0,0,0,1,55.82174238990585,0,0,0,1,18,1,38.19394262304186
796,5,15,0,25,1,1,0,0,56.01910606160404,0,0,1,0,8,1,33.76565633016742
797,31,21,0,21,0,0,0,1,55.29183579616926,0,1,0,0,2,1,33.764745215090166
798,5,19,1,22,0,0,1,0,53.99581074745599,0,0,0,1,4,1,31.695291422437727
799,38,60,1,25,1,0,0,1,56.3015458646825,1,0,0,1,18,0,33.82995289828993
800,3,93,1,22,1,0,0,1,65.01485815573996,0,0,0,1,13,0,43.80474598868362
801,23,89,1,27,1,0,0,1,44.48619666773463,1,0,0,1,15,0,37.617167034301325
802,37,33,1,21,1,1,1,0,40.9419037674288,0,1,0,0,2,1,27.92223916770265
803,37,49,1,29,0,0,0,1,57.82715135505504,0,0,1,0,10,1,44.75877964772806
804,10,96,0,23,0,0,0,1,31.166379053688416,1,0,1,0,2,1,19.15049208716735
805,10,35,0,29,0,1,0,0,56.5402386056287,1,0,0,1,12,1,35.577561682072314
806,19,44,0,22,1,0,0,1,54.76938968542047,1,0,0,1,5,1,51.44393475981844
807,17,90,0,24,1,0,0,1,26.54497476387776,0,0,0,1,12,1,13.843270091118171
808,21,11,0,27,0,0,0,1,43.63663340389635,1,0,0,1,1,0,24.87287841685171
809,14,99,1,24,0,0,0,1,65.75974525607984,1,1,0,0,2,1,43.32076340878716
810,9,72,1,21,0,0,1,0,35.428234692840604,1,1,1,0,16,1,30.623295572821142
811,46,78,1,29,1,1,0,0,52.12591614949429,1,0,0,1,2,0,43.009728304761055
812,1,74,0,22,0,0,0,1,39.95094700006216,0,0,0,1,16,1,21.011164706775237
813,45,66,1,20,0,0,0,1,42.91053695938234,0,0,1,0,20,1,35.8845482795372
814,13,46,1,21,1,0,0,1,69.16318820427338,1,0,0,1,16,1,52.558214258250615
815,4,9,0,21,1,0,0,1,51.234443457861396,1,0,0,1,6,0,34.58381479932072
816,1,3,1,20,1,0,1,0,55.16950688562923,1,0,0,1,13,1,38.13570184561007
817,49,85,0,27,1,0,0,1,48.87535423573486,1,0,0,1,12,1,38.34294607660593
818,40,26,0,22,0,0,1,0,34.848666859023766,0,0,0,1,10,1,33.67081968513155
819,32,72,1,22,1,1,0,0,38.15076793102339,1,0,0,1,5,1,31.70270104611977
820,34,48,0,28,1,0,0,1,61.78430325642232,1,0,0,1,8,1,56.046389543962654
821,28,66,0,24,1,0,1,0,51.528921483457346,0,0,1,0,6,1,38.747789815467904
822,31,70,1,21,0,1,0,0,42.297116440435154,0,0,0,1,5,1,20.316777503152483
823,8,28,1,21,0,0,0,1,49.779481987431396,1,0,0,1,20,1,40.40524126357007
824,39,93,0,26,0,0,0,1,56.61597963283948,1,1,0,0,6,1,32.188830769603925
825,26,26,0,23,0,0,0,1,54.54488847583313,1,0,0,1,17,1,33.36137392994868
826,34,25,0,21,1,0,0,1,42.302107997841546,0,1,0,0,6,1,30.200030141806767
827,3,12,1,19,0,0,0,1,34.24696721062847,0,0,1,0,17,1,22.616004551614832
828,50,5,0,23,0,0,0,1,45.92953456778454,1,0,1,0,5,1,34.77479291990701
829,12,98,0,19,0,0,0,1,61.09048635936707,1,0,0,1,17,1,42.872901478939355
830,1,48,1,22,0,0,0,1,58.543769651072104,0,0,1,0,17,1,36.746620336633406
831,44,37,1,23,0,0,1,0,54.10403264925162,0,1,0,0,13,0,43.16705036268476
832,5,79,0,21,0,0,0,1,48.29119588533889,0,0,0,1,7,0,28.212024435474238
833,30,44,1,20,0,1,0,0,44.832532379393825,1,0,0,1,6,1,24.839396225855413
834,30,100,1,24,1,1,1,0,48.4767159554564,1,0,1,0,14,0,40.142525202935275
835,17,15,0,19,1,1,0,0,57.817716643021214,1,0,0,1,16,1,43.33971308935596
836,48,43,0,28,0,0,1,0,60.10190612235761,1,0,0,1,3,0,39.59802498230998
837,47,48,1,23,1,0,0,1,47.38213235077732,1,0,0,1,9,1,40.51008665250688
838,23,87,0,21,1,0,0,1,75.36231309527594,1,1,0,0,15,1,53.04192370880595
839,15,70,1,23,1,0,0,1,50.92403775777056,1,0,0,1,18,1,48.5074671380549
840,37,46,0,21,0,0,0,1,46.530445500650984,0,0,0,1,10,1,31.243199949456965
841,21,43,0,21,0,0,0,1,64.7566943860955,1,0,0,1,10,1,40.10204847650041
842,14,21,0,21,0,0,1,0,29.617034702377246,0,1,0,0,3,1,21.528117046229603
843,2,23,0,26,0,0,1,0,54.800336945653555,1,1,0,0,1,1,34.24279586215707
844,11,80,0,24,0,1,1,0,49.27201607366703,0,0,1,0,3,0,30.93969374237051
845,39,47,0,20,1,0,0,1,64.48184319871359,1,0,0,1,5,1,40.90844377380061
846,38,15,1,20,0,0,0,1,56.04923358650192,0,0,0,1,7,1,30.275572775922885
847,34,25,1,23,0,0,0,1,51.39102169841659,1,0,0,1,3,0,38.4525647036169
848,38,36,1,23,1,0,0,1,56.62633797546549,1,1,0,0,4,1,35.34401552913269
849,50,75,1,21,0,0,0,1,39.444176878792476,0,0,1,0,17,0,25.264624962232322
850,34,51,0,26,1,0,0,1,59.66819834478859,1,0,0,1,3,1,44.74017219613634
851,18,15,1,21,1,0,0,1,36.55414242986529,1,0,0,1,4,1,36.5376155335312
852,30,68,0,26,1,1,0,0,53.584973808143644,0,0,0,1,2,1,32.30459622442439
853,15,21,1,21,1,1,0,0,50.35614341086025,0,1,0,0,14,1,38.24818332089375
854,27,13,1,19,0,1,1,0,32.36945423628575,1,0,0,1,5,1,21.56904880141687
855,34,86,1,19,1,1,0,0,50.689420580960494,1,0,0,1,2,1,26.573052830274484
856,38,19,1,22,1,0,0,1,52.81986751706298,1,1,0,0,15,1,40.672299449417196
857,33,34,1,21,1,0,0,1,43.45124026042209,1,0,0,1,11,1,34.32620668789106
858,24,78,0,24,0,0,1,0,39.87578001157392,0,0,1,0,10,1,28.05107636904947
859,15,68,0,28,1,0,0,1,54.92177403428397,1,0,0,1,20,1,38.23981578071885
860,30,52,1,22,0,0,1,0,53.6231500116081,1,0,0,1,1,0,31.283765392473956
861,42,27,0,23,1,1,1,0,52.26819089254044,0,0,0,1,19,1,41.45626182604968
862,17,29,1,27,0,0,1,0,50.08841772354884,1,0,0,1,14,0,32.11231764164674
863,5,28,1,21,1,0,0,1,44.33436983024403,0,0,0,1,14,1,21.273470036835917
864,29,35,0,29,1,0,0,1,72.72181452664768,1,0,0,1,1,0,52.87531095770195
865,4,8,1,19,0,1,0,0,47.01669159751912,1,0,0,1,9,1,35.91283794183058
866,10,16,1,27,0,0,0,1,41.34886636531217,1,0,0,1,17,1,32.78813790979703
867,17,36,1,26,0,1,0,0,50.544272752101335,1,0,0,1,14,1,30.98989892301506
868,10,30,1,27,1,1,0,0,48.19058953688882,1,1,0,0,13,1,37.62549843139811
869,17,18,1,24,1,1,0,0,46.7848719158351,1,0,1,0,13,1,39.43731109998511
870,20,2,1,21,1,1,0,0,68.74276090605986,1,0,0,1,6,1,54.00521994702112
871,24,49,1,20,1,0,0,1,38.70252181995393,1,1,0,0,7,1,33.8419150157389
872,5,77,0,27,1,0,0,1,50.37437068793706,1,0,0,1,2,1,41.16274084307841
873,34,4,0,20,0,0,0,1,39.37326975071488,1,0,0,1,8,1,23.223224399929464
874,6,90,1,26,0,0,0,1,44.58975228603971,1,0,1,0,6,1,18.24336706334811
875,2,89,0,22,1,0,0,1,67.36115949895031,0,0,0,1,3,1,48.49517171092562
876,13,94,1,20,0,1,1,0,52.81445055721893,1,0,0,1,18,0,30.618580951733353
877,43,75,1,22,0,0,0,1,52.69370595188384,1,1,1,0,18,1,34.419119002575776
878,43,7,0,19,0,1,0,0,40.60518771872145,0,0,0,1,6,1,29.842327369874795
879,48,95,1,28,0,0,0,1,45.75378441283218,1,0,0,1,11,1,31.17570090057205
880,11,74,1,21,1,0,0,1,68.23121521558502,0,0,1,0,3,1,47.26208008801
881,47,39,0,27,0,1,0,0,54.99362246436911,0,0,0,1,16,1,47.51046357883618
882,23,13,0,19,1,0,0,1,46.60285148357095,1,1,0,0,5,1,38.469290235042955
883,16,31,0,19,0,0,0,1,54.40607256969939,1,0,0,1,2,0,31.060465684014257
884,31,71,0,29,0,0,0,1,52.67663863211209,0,0,0,1,15,1,26.61991587478596
885,11,63,1,25,0,0,0,1,41.60560346148124,1,0,0,1,16,1,32.08676185079875
886,16,56,0,18,1,0,0,1,46.31191751477926,0,0,0,1,7,1,31.80468571426969
887,8,42,1,24,1,0,0,1,72.54536102107866,1,0,0,1,16,1,45.372417976551624
888,4,61,0,22,1,0,0,1,53.92002583446641,1,0,0,1,4,1,45.78736726756097
889,40,42,0,28,1,0,0,1,34.30957988690457,1,1,0,0,16,1,32.94649102668094
890,4,56,1,25,1,0,0,1,55.10210148246411,1,0,0,1,17,1,41.71333296632677
891,25,36,1,18,1,0,0,1,63.03088273027946,1,0,1,0,2,1,55.81256210645791
892,3,84,0,28,1,0,1,0,40.956218198472726,0,0,0,1,16,1,33.9295807649057
893,32,68,0,24,1,1,0,0,45.4315770331652,0,0,0,1,4,0,25.345726468167683
894,3,7,0,22,0,0,0,1,64.53770954958517,0,0,0,1,7,1,46.19578603233197
895,27,54,0,21,1,0,1,0,50.3491246882623,1,0,0,1,18,1,40.1440838894192
896,29,1,1,24,1,0,0,1,48.5712177720871,0,0,0,1,6,1,42.04927350225121
897,32,44,0,27,1,1,0,0,36.63941970121521,0,0,0,1,18,1,30.85857159203274
898,50,45,0,19,0,0,1,0,60.70566308480867,0,0,0,1,7,0,40.45492430194847
899,19,47,0,29,1,0,1,0,48.11530963249373,1,1,0,0,2,0,38.066076302065795
900,21,13,1,18,1,0,0,1,28.29017064843231,0,0,0,1,19,1,15.1216772968244
901,5,22,1,18,0,0,0,1,34.27362485233746,1,0,0,1,9,1,21.39405926975995
902,18,21,0,28,1,0,1,0,44.38419384817303,1,0,1,0,4,1,35.2122796697094
903,28,86,1,29,0,0,0,1,39.271577068373645,0,0,0,1,14,0,18.944197088317793
904,42,92,0,18,0,0,1,0,40.84038246300022,1,0,1,0,5,1,29.590174196572356
